"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"1511382246556495097"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13671_c0_g1_i4.p1"	"SMED3_DN13671_c0_g1~~SMED3_DN13671_c0_g1_i4.p1  ORF type:complete len:308 (-),score=53.12 SMED3_DN13671_c0_g1_i4:131-1054(-)"	"0.000"	"23.384"	"32"	"7"	"16"	"7"	"307"	"35.4"	"5.11"	"108"	"7"	""	""	""	""	""	"SMED3_DN13671_c0_g1_i4.p1"	""	""	""	""	"0"	"0.331"	"0.239"	"0.385"	"0.722"	"1.163"	"1.610"	""	""	""	"0.929690644945853"	"0.982889034439541"	"0.991760134528947"	""	""	""	"0.99999999999253"	"1"	"0.99999999940526"	"5956846"	"1972633.25836764"	"1424255.38497785"	"2293224.1795125"	""	"35.47"	"106.86"	"64.57"	"5956846"	""	""	"1757165.44395143"	"3290196.2897957"	"1972633.25836764"	"531384.081199376"	"3817395.87881504"	""	"3448620.12008106"	"2293224.1795125"	"691407.096877733"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-8428535660866900644"	"False"	"High"	"IsMasterProtein"	"SMED3_DN34099_c0_g1_i4.p1"	"SMED3_DN34099_c0_g1~~SMED3_DN34099_c0_g1_i4.p1  ORF type:complete len:158 (-),score=32.02 SMED3_DN34099_c0_g1_i4:100-573(-)"	"0.000"	"9.538"	"18"	"2"	"13"	"2"	"157"	"17.4"	"9.19"	"101"	"2"	""	""	""	""	""	"SMED3_DN34099_c0_g1_i4.p1"	""	""	""	""	"0"	"1.301"	"1.538"	"0.592"	"1.182"	"0.455"	"0.385"	""	""	""	"0.961426208447132"	"0.0593729295963317"	"0.0344016021771435"	""	""	""	"0.99999999999253"	"0.653192595315503"	"0.150550271097157"	"5951599.5"	"7740735.2230533"	"9152256.11500993"	"3525841.20251252"	""	"35.06"	"11.64"	"48.52"	"5951599.5"	""	""	"11530235.369629"	"7740735.2230533"	"5772614.46578765"	"9152256.11500993"	"10660471.4283255"	"8520222.67154498"	"3997481.77238145"	"3525841.20251252"	"1318581.33018063"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"1451776463825306161"	"False"	"High"	"IsMasterProtein"	"SMED3_DN472_c0_g1_i1.p1"	"SMED3_DN472_c0_g1~~SMED3_DN472_c0_g1_i1.p1  ORF type:complete len:343 (-),score=62.74 SMED3_DN472_c0_g1_i1:54-1082(-)"	"0.000"	"12.913"	"12"	"4"	"11"	"4"	"342"	"41.0"	"10.10"	"81"	"4"	""	""	""	""	""	"SMED3_DN472_c0_g1_i1.p1"	""	""	""	""	"0"	"0.263"	"0.010"	"0.961"	"0.010"	"3.652"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"5943614.78633973"	"1563845.12649437"	""	"5711027.58359887"	""	"125.29"	""	""	""	"5943614.78633973"	""	"1432550.80499595"	"1563845.12649437"	"13249976.7728857"	""	""	""	""	""	"5711027.58359887"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"4490908799330609182"	"False"	"High"	"IsMasterProtein"	"SMED3_DN119042_c0_g1_i1.p1"	"SMED3_DN119042_c0_g1~~SMED3_DN119042_c0_g1_i1.p1  ORF type:5prime_partial len:133 (-),score=22.51 SMED3_DN119042_c0_g1_i1:33-431(-)"	"0.000"	"22.958"	"32"	"5"	"67"	"5"	"132"	"15.0"	"10.14"	"575"	"5"	""	""	""	""	""	"SMED3_DN119042_c0_g1_i1.p1"	""	""	""	""	"0"	"3.758"	"18.832"	"6.858"	"5.011"	"1.825"	"0.364"	"0.70964419896289"	"0.233363731969905"	"0.53641454344664"	"0.746880280252379"	"0.988685127000299"	"0.893864613707563"	"0.999999996406151"	"0.564958293490772"	"0.999999999997085"	"0.947057589220926"	"1"	"0.99999999940526"	"5928544.30685943"	"22281013.9633702"	"111647197.399805"	"40657245.1553457"	"151.92"	"120.25"	"31.77"	"72.29"	"119371218.666667"	"5928544.30685943"	"4726537.71622898"	"161797820.129424"	"19161394.36857"	"22281013.9633702"	"73678779.9933274"	"143158878.630645"	"111647197.399805"	"118000287.443178"	"40657245.1553457"	"34482526.231799"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4459476415315692155"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12645_c0_g2_i1.p1"	"SMED3_DN12645_c0_g2~~SMED3_DN12645_c0_g2_i1.p1  ORF type:complete len:174 (-),score=35.30 SMED3_DN12645_c0_g2_i1:495-1016(-)"	"0.000"	"23.255"	"39"	"5"	"44"	"5"	"173"	"20.0"	"5.27"	"431"	"5"	""	""	""	""	""	"SMED3_DN12645_c0_g2_i1.p1"	""	""	""	""	"0"	"7.763"	"0.645"	"3.659"	"0.083"	"0.471"	"5.676"	"0.208680020512684"	"0.777418088102514"	"0.675065791859339"	"0.0550723018064783"	"0.735171140521892"	"0.232011482493378"	"0.752033077057622"	"0.99999999991784"	"0.999999999997085"	"0.197233662235839"	"1"	"0.534579553274133"	"5909120.36259565"	"45872681.0928365"	"3809347.87466728"	"21620658.6487423"	"101.79"	"41.83"	"79.59"	"47.51"	"29753106"	"5372672.8214867"	"5909120.36259565"	"46778303.015937"	"45872681.0928365"	"19300951.557382"	"3596366.35171678"	"13143386.0261738"	"3809347.87466728"	"30222448.6638358"	"21620658.6487423"	"10522366.8996645"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"2264170054483478891"	"False"	"High"	"IsMasterProtein"	"SMED3_DN31618_c0_g3_i1.p1"	"SMED3_DN31618_c0_g3~~SMED3_DN31618_c0_g3_i1.p1  ORF type:complete len:446 (-),score=113.93 SMED3_DN31618_c0_g3_i1:433-1770(-)"	"0.000"	"34.851"	"28"	"10"	"62"	"9"	"445"	"49.6"	"8.34"	"544"	"10"	""	""	""	""	""	"SMED3_DN31618_c0_g3_i1.p1"	""	""	""	""	"0"	"3.585"	"1.276"	"1.555"	"0.356"	"0.434"	"1.218"	"0.00154576916945193"	"0.546832954120002"	"0.292351513098138"	"0.00790062882555587"	"0.016126010785623"	"0.94500675155409"	"0.0844253394698907"	"0.974334398681704"	"0.999999999997085"	"0.0577765340243069"	"0.375996148253172"	"0.99999999940526"	"5905700.22252816"	"21172871.7292321"	"7535236.00506739"	"9180870.10709385"	"16.89"	"31.81"	"17.62"	"30.62"	"4991814.83333333"	"5905700.22252816"	"7005311.34072393"	"14758377.9663302"	"21172871.7292321"	"28389699.5311126"	"9550029.63194297"	"7535236.00506739"	"6845239.50459734"	"6342467.5698642"	"11950702.8609585"	"9180870.10709385"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-7836827515974512512"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11470_c0_g1_i2.p1"	"SMED3_DN11470_c0_g1~~SMED3_DN11470_c0_g1_i2.p1  ORF type:complete len:201 (-),score=35.90 SMED3_DN11470_c0_g1_i2:322-924(-)"	"0.000"	"5.938"	"9"	"2"	"8"	"2"	"200"	"23.3"	"8.02"	"46"	"2"	""	""	""	""	""	"SMED3_DN11470_c0_g1_i2.p1"	""	""	""	""	"0"	"1.450"	"0.010"	"1.240"	"0.010"	"0.855"	"100.000"	"0.877648717792803"	""	"0.882173333964918"	""	"0.999944816532281"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"5896179.37771135"	"8551424.61405284"	""	"7311379.45699487"	"69.06"	"17.56"	""	"47.99"	"13076687.5"	"5896179.37771135"	"3201108.70366084"	"8551424.61405284"	"6192040.34362454"	"8557119.59573125"	""	""	""	"12609847.9294805"	"7311379.45699487"	"4854294.09557362"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-7638063525232457730"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2719_c0_g1_i1.p1"	"SMED3_DN2719_c0_g1~~SMED3_DN2719_c0_g1_i1.p1  ORF type:complete len:179 (-),score=28.03 SMED3_DN2719_c0_g1_i1:526-1062(-)"	"0.000"	"7.459"	"15"	"2"	"6"	"2"	"178"	"20.2"	"6.15"	"78"	"2"	""	""	""	""	""	"SMED3_DN2719_c0_g1_i1.p1"	""	""	""	""	"0"	"0.796"	"0.195"	"0.399"	"0.245"	"0.501"	"2.047"	""	""	""	""	""	"0.64839803833705"	""	""	""	""	""	"0.977145401178441"	"5874601.375"	"4677939.13431488"	"1144940.14852879"	"2343474.6526217"	""	""	"101.12"	"34.68"	"5874601.375"	""	""	"4677939.13431488"	""	""	"466703.254233329"	"2808825.37634448"	""	"4013756.06971105"	"2343474.6526217"	"2243798.29714114"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-8529860929815710233"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6575_c0_g1_i5.p1"	"SMED3_DN6575_c0_g1~~SMED3_DN6575_c0_g1_i5.p1  ORF type:complete len:376 (-),score=69.74 SMED3_DN6575_c0_g1_i5:289-1386(-)"	"0.000"	"39.768"	"33"	"8"	"52"	"7"	"365"	"41.1"	"8.29"	"404"	"8"	""	""	""	""	""	"SMED3_DN6575_c0_g1_i5.p1"	""	""	""	""	"0"	"3.097"	"0.279"	"2.256"	"0.090"	"0.728"	"8.081"	"0.502491111011704"	"0.298513122930152"	"0.931002476013661"	"0.0400242455438177"	"0.823600779175766"	"0.134736866600071"	"0.979550677313196"	"0.670886921419593"	"0.999999999997085"	"0.15591297788028"	"1"	"0.382076512197073"	"5873753.25802667"	"18190044.1386583"	"1639470.27043061"	"13248832.4310233"	"110.10"	"37.27"	"101.60"	"53.69"	"27378309.3333333"	"3025513.25533191"	"5873753.25802667"	"16747225.8591517"	"18190044.1386583"	"31768545.0144302"	"904134.12222461"	"6593060.8806414"	"1639470.27043061"	"20326318.852928"	"13248832.4310233"	"6117888.61104433"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"8035837884556852412"	"False"	"High"	"IsMasterProtein"	"SMED3_DN91948_c0_g1_i1.p1"	"SMED3_DN91948_c0_g1~~SMED3_DN91948_c0_g1_i1.p1  ORF type:internal len:117 (+),score=22.13 SMED3_DN91948_c0_g1_i1:3-350(+)"	"0.000"	"17.238"	"55"	"6"	"22"	"1"	"116"	"12.6"	"9.13"	"91"	"6"	""	""	""	""	""	"SMED3_DN91948_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5866547"	""	""	""	""	""	""	""	"5866547"	""	""	""	""	""	""	""	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-7397623497597103513"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3796_c0_g1_i1.p1"	"SMED3_DN3796_c0_g1~~SMED3_DN3796_c0_g1_i1.p1  ORF type:complete len:115 (-),score=20.60 SMED3_DN3796_c0_g1_i1:336-680(-)"	"0.000"	"8.522"	"26"	"3"	"11"	"3"	"114"	"13.5"	"7.40"	"60"	"3"	""	""	""	""	""	"SMED3_DN3796_c0_g1_i1.p1"	""	""	""	""	"0"	"0.186"	"0.126"	"0.584"	"0.676"	"3.134"	"4.634"	"0.281401260086017"	"0.0947798801946681"	"0.944703992914899"	"0.726327330167422"	"0.5212891783415"	"0.179541444628762"	"0.80352431344979"	"0.299172767901789"	"0.999999999997085"	"0.932431074414135"	"1"	"0.450510543521351"	"5862990.37476032"	"1092342.31599248"	"738916.068335986"	"3423945.27975614"	"34.83"	"119.14"	"27.43"	"15.85"	"3001552.08333333"	"5862990.37476032"	"6161234.79351856"	"5974499.17847173"	"498960.541093614"	"1092342.31599248"	"899313.375569802"	""	"607126.4710137"	"4059849.2786542"	"3423945.27975614"	"2960519.42931502"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-6574840355992878826"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5538_c1_g1_i2.p1"	"SMED3_DN5538_c1_g1~~SMED3_DN5538_c1_g1_i2.p1  ORF type:complete len:284 (-),score=66.37 SMED3_DN5538_c1_g1_i2:77-928(-)"	"0.000"	"21.023"	"24"	"7"	"30"	"7"	"283"	"32.3"	"9.22"	"169"	"7"	""	""	""	""	""	"SMED3_DN5538_c1_g1_i2.p1"	""	""	""	""	"0"	"1.712"	"1.955"	"0.712"	"1.142"	"0.416"	"0.364"	"0.504269784910705"	"0.3028892674704"	"0.999766237584805"	"0.969965475323327"	"0.460705925675314"	"0.272092622692671"	"0.981119695878514"	"0.677624282685485"	"0.999999999997085"	"0.99999999999253"	"1"	"0.592690490091698"	"5860915.56343434"	"10034154.846706"	"11456584.2869554"	"4174714.31933678"	"74.48"	"20.69"	"6.09"	"74.83"	"1119077.91666667"	"5860915.56343434"	"8998985.49029067"	"10623604.4740246"	"7058361.89301864"	"10034154.846706"	"12583702.6522429"	"11456584.2869554"	"11254395.8240002"	"1453043.31488015"	"4174714.31933678"	"8394740.66979499"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-3613181717930130449"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8081_c0_g1_i1.p1"	"SMED3_DN8081_c0_g1~~SMED3_DN8081_c0_g1_i1.p1  ORF type:complete len:116 (-),score=23.00 SMED3_DN8081_c0_g1_i1:416-763(-)"	"0.000"	"4.182"	"9"	"1"	"2"	"1"	"115"	"13.0"	"5.77"	"39"	"1"	""	""	""	""	""	"SMED3_DN8081_c0_g1_i1.p1"	""	""	""	""	"0"	"0.857"	"0.010"	"0.859"	"0.010"	"1.002"	"100.000"	"0.376806049786249"	""	"0.383616855413522"	""	"0.999783657378351"	""	"0.89953830907146"	""	"0.999999999997085"	""	"1"	""	"5844635.56958906"	"5009563.46266023"	""	"5019239.22241176"	"9.31"	"9.93"	""	"9.92"	"6243084"	"5471617.06318634"	""	"4669321.44736799"	""	"5374598.0801057"	""	""	""	"5384474.56457014"	"4678778.22983232"	""	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"1"	""
"5896710583172876824"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5891_c0_g1_i4.p1"	"SMED3_DN5891_c0_g1~~SMED3_DN5891_c0_g1_i4.p1  ORF type:complete len:298 (-),score=56.43 SMED3_DN5891_c0_g1_i4:394-1287(-)"	"0.002"	"3.218"	"3"	"1"	"5"	"1"	"297"	"33.7"	"8.91"	"40"	"1"	""	""	""	""	""	"SMED3_DN5891_c0_g1_i4.p1"	""	""	""	""	"0"	"1.664"	"0.408"	"1.206"	"0.245"	"0.725"	"2.956"	"0.812855909322125"	""	"0.996874438079247"	""	"0.865444973918924"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"5844406.44818876"	"9724268.70064352"	"2385042.91393635"	"7049824.82328472"	"84.41"	"9.30"	""	"53.33"	"11632558"	""	"2936334.96017216"	"9954927.68365676"	"8348186.76385529"	"9724268.70064352"	""	"2385042.91393635"	""	"11171029.362976"	"7049824.82328472"	"3466611.05376005"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-2184336328097995900"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11237_c2_g1_i2.p1"	"SMED3_DN11237_c2_g1~~SMED3_DN11237_c2_g1_i2.p1  ORF type:complete len:594 (-),score=116.26 SMED3_DN11237_c2_g1_i2:308-2089(-)"	"0.000"	"15.091"	"10"	"4"	"15"	"4"	"593"	"67.3"	"5.68"	"119"	"4"	""	""	""	""	""	"SMED3_DN11237_c2_g1_i2.p1"	""	""	""	""	"0"	"0.628"	"0.259"	"0.576"	"0.412"	"0.916"	"2.226"	""	""	""	""	""	""	""	""	""	""	""	""	"5838743.375"	"3666949.93529172"	"1509758.27531088"	"3360403.96128023"	""	"51.39"	""	""	"5838743.375"	""	""	"3666949.93529172"	"2027896.31088916"	"6020349.63596936"	""	"1509758.27531088"	""	"3360403.96128023"	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"-6559320275215476197"	"False"	"High"	"IsMasterProtein"	"SMED3_DN91923_c0_g1_i1.p1"	"SMED3_DN91923_c0_g1~~SMED3_DN91923_c0_g1_i1.p1  ORF type:complete len:165 (-),score=22.21 SMED3_DN91923_c0_g1_i1:74-568(-)"	"0.001"	"3.444"	"7"	"1"	"4"	"1"	"164"	"19.6"	"10.07"	"26"	"1"	""	""	""	""	""	"SMED3_DN91923_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.250"	"0.691"	"100.000"	"100.000"	"2.762"	""	""	""	""	""	""	""	""	""	""	""	""	"5827835.82802137"	""	"1458218.11132186"	"4028314.49749144"	""	""	""	""	""	"5827835.82802137"	""	""	""	""	""	""	"1458218.11132186"	""	""	"4028314.49749144"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"1"	""
"6704751321685934278"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11122_c0_g2_i1.p1"	"SMED3_DN11122_c0_g2~~SMED3_DN11122_c0_g2_i1.p1  ORF type:complete len:829 (-),score=182.15 SMED3_DN11122_c0_g2_i1:147-2633(-)"	"0.000"	"18.213"	"9"	"6"	"21"	"3"	"828"	"93.5"	"6.52"	"120"	"6"	""	""	""	""	""	"SMED3_DN11122_c0_g2_i1.p1"	""	""	""	""	"0"	"2.310"	"0.701"	"0.929"	"0.303"	"0.402"	"1.325"	""	""	""	""	""	""	""	""	""	""	""	""	"5803423.5"	"13405700.7676496"	"4067151.07844689"	"5389243.58739807"	""	"40.16"	""	""	"5803423.5"	""	""	"7138901.52025515"	"13405700.7676496"	"17110369.191267"	""	"4067151.07844689"	""	"5389243.58739807"	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"4108065249110517013"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2157_c0_g1_i61.p1"	"SMED3_DN2157_c0_g1~~SMED3_DN2157_c0_g1_i61.p1  ORF type:5prime_partial len:331 (-),score=88.47 SMED3_DN2157_c0_g1_i61:725-1717(-)"	"0.000"	"47.411"	"32"	"8"	"60"	"3"	"330"	"36.4"	"8.92"	"560"	"8"	""	""	""	""	""	"SMED3_DN2157_c0_g1_i61.p1"	""	""	""	""	"0"	"4.925"	"0.688"	"2.082"	"0.140"	"0.423"	"3.027"	"0.174333532223239"	""	"0.811080718719763"	""	"0.479731777557844"	""	"0.696754250953248"	""	"0.999999999997085"	""	"1"	""	"5801846.06631924"	"28576565.911475"	"3990071.67298767"	"12079560.4591346"	"111.09"	"69.41"	""	"27.41"	"27264157.9166667"	"2886634.67695833"	"5801846.06631924"	"74372865.0365413"	"21340512.0098911"	"28576565.911475"	""	"3990071.67298767"	""	"18224492.288007"	"12079560.4591346"	"11281342.7849756"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-8463693280623569142"	"False"	"High"	"IsMasterProtein"	"SMED3_DN501_c0_g1_i10.p1"	"SMED3_DN501_c0_g1~~SMED3_DN501_c0_g1_i10.p1  ORF type:complete len:424 (-),score=70.90 SMED3_DN501_c0_g1_i10:574-1845(-)"	"0.000"	"12.743"	"9"	"4"	"9"	"4"	"423"	"48.8"	"7.47"	"57"	"4"	""	""	""	""	""	"SMED3_DN501_c0_g1_i10.p1"	""	""	""	""	"0"	"0.694"	"0.309"	"0.263"	"0.446"	"0.379"	"0.851"	""	""	""	""	"0.453296614907459"	""	""	""	""	""	"1"	""	"5800617.83333333"	"4022879.91188983"	"1793857.75393603"	"1525965.96341832"	""	"17.34"	""	"82.16"	"5800617.83333333"	""	""	"4093748.20682782"	"2952120.57757069"	"4022879.91188983"	""	"1793857.75393603"	""	"2964024.64900451"	"785611.591419547"	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"8723961338658055218"	"False"	"High"	"IsMasterProtein"	"SMED3_DN23908_c0_g1_i7.p1"	"SMED3_DN23908_c0_g1~~SMED3_DN23908_c0_g1_i7.p1  ORF type:complete len:484 (-),score=100.25 SMED3_DN23908_c0_g1_i7:164-1615(-)"	"0.000"	"34.295"	"26"	"11"	"48"	"11"	"483"	"54.3"	"8.47"	"306"	"11"	""	""	""	""	""	"SMED3_DN23908_c0_g1_i7.p1"	""	""	""	""	"0"	"2.525"	"0.793"	"2.447"	"0.314"	"0.969"	"3.086"	"0.619392772744453"	"0.70909301724948"	"0.938472691336292"	"0.170967925749614"	"0.904090151971737"	"0.405165478886719"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.383936887245543"	"1"	"0.752227841723102"	"5798127.54538609"	"14638680.3570207"	"4596172.69516083"	"14185535.3140554"	"86.39"	"31.56"	"60.49"	"40.97"	"22871392"	"5798127.54538609"	"5679412.99773175"	"12721285.0880229"	"14638680.3570207"	"22637065.9321812"	"3498380.67745854"	"10455646.1690122"	"4596172.69516083"	"16946980.2966834"	"14185535.3140554"	"6894414.63902573"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-5385851231972390627"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7338_c0_g2_i1.p1"	"SMED3_DN7338_c0_g2~~SMED3_DN7338_c0_g2_i1.p1  ORF type:complete len:199 (-),score=22.73 SMED3_DN7338_c0_g2_i1:67-588(-)"	"0.000"	"27.012"	"34"	"4"	"30"	"4"	"173"	"20.1"	"7.84"	"196"	"4"	""	""	""	""	""	"SMED3_DN7338_c0_g2_i1.p1"	""	""	""	""	"0"	"0.286"	"0.325"	"10.369"	"1.136"	"36.193"	"31.867"	""	"0.344638389908544"	"0.0165650866119883"	""	""	"0.00302683553278515"	""	"0.74097113599094"	"0.999999999997085"	""	""	"0.031349368018132"	"5796921.33333333"	"1660799.93155471"	"1886264.19732135"	"60109598.0309067"	"49.03"	""	"88.01"	"31.90"	"5796921.33333333"	"3580908.81987217"	"9752379.6443753"	""	""	"1660799.93155471"	"6104460.1213502"	"1886264.19732135"	"1137135.79516387"	"72392451.8083608"	"60109598.0309067"	"36913235.0222581"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"621416148974973285"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5377_c0_g1_i1.p1"	"SMED3_DN5377_c0_g1~~SMED3_DN5377_c0_g1_i1.p1  ORF type:complete len:312 (-),score=89.32 SMED3_DN5377_c0_g1_i1:517-1452(-)"	"0.000"	"10.349"	"10"	"3"	"17"	"3"	"311"	"33.7"	"5.77"	"213"	"3"	""	""	""	""	""	"SMED3_DN5377_c0_g1_i1.p1"	""	""	""	""	"0"	"2.811"	"0.741"	"1.525"	"0.264"	"0.543"	"2.057"	"0.309232421128639"	"0.999849268123191"	"0.973307597462707"	"0.282036504488373"	"0.503490242516099"	"0.958308753304579"	"0.835531405413026"	"0.99999999991784"	"0.999999999997085"	"0.527321035608365"	"1"	"0.99999999940526"	"5796380.42104729"	"16292269.2140852"	"4297110.07422102"	"8839264.49691843"	"74.22"	"2.54"	"91.50"	"18.36"	"15040681"	"5796380.42104729"	"3641156.72413896"	"16679367.0706296"	"15852020.876804"	"16292269.2140852"	"4297110.07422102"	"17614409.1656155"	"3790214.5136765"	"9656559.44864788"	"6675862.74537505"	"8839264.49691843"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
