Gene	GO
SMED3_DN1852_c0_g1	GO:0006826,GO:0006879,GO:0005576,GO:0004322,GO:0008199
SMED3_DN1854_c0_g1	GO:0016925,GO:0016020,GO:0016021,GO:0061665
SMED3_DN1856_c0_g1	GO:0045600,GO:0005737,GO:0005515
SMED3_DN1861_c0_g1	GO:0001971,GO:0016020,GO:0031225,GO:0020002,GO:0033130,GO:0030550
SMED3_DN18641_c0_g3	GO:0030836,GO:0030042,GO:1903920,GO:0005634,GO:0005829,GO:0030864,GO:0032153,GO:0051286,GO:0030479,GO:0051015
SMED3_DN1865_c0_g3	GO:0098971,GO:0048489,GO:0007411,GO:0005856,GO:0032839,GO:0005874,GO:0005871,GO:0008574,GO:0016887,GO:0008017,GO:0005524
SMED3_DN1865_c1_g1	GO:0035556,GO:0018107,GO:0018105,GO:0016020,GO:0005829,GO:0043005,GO:0043025,GO:0008270,GO:0004712,GO:0005524,GO:0004698,GO:0106310
SMED3_DN1866_c0_g1	GO:0120113,GO:0006897,GO:0005794,GO:0000328,GO:0005771,GO:0061957,GO:0005515,GO:0008270,GO:0038024
SMED3_DN18690_c0_g1	GO:0090114,GO:0090110,GO:0050790,GO:0006886,GO:0006888,GO:0070971,GO:0012507,GO:0005783,GO:0031410,GO:0005794,GO:0005789,GO:0000139,GO:0030127,GO:0005096,GO:0008270
SMED3_DN18691_c0_g1	GO:2000825,GO:0045893,GO:0000398,GO:0005634,GO:0071007,GO:0000785,GO:0005654,GO:0016922,GO:0030374
SMED3_DN1869_c0_g5	GO:0035046,GO:0007059,GO:0035047,GO:0007052,GO:0000132,GO:0005856,GO:0005876,GO:0005813,GO:0005634,GO:0005869,GO:0000242,GO:0000776,GO:0005737,GO:0016020,GO:0030286,GO:0005515
SMED3_DN1869_c0_g6	GO:0006412,GO:0000028,GO:0022627,GO:0005737,GO:0005840,GO:0003735
SMED3_DN186_c0_g1	GO:0051216,GO:0003407,GO:0007015,GO:0007417,GO:0005856,GO:0005737,GO:0005886,GO:0051015,GO:0005516
SMED3_DN186_c2_g1	GO:0006936,GO:0005859,GO:0030017,GO:0030016,GO:0005737,GO:0032982,GO:0000146,GO:0051015,GO:0005524
SMED3_DN18737_c0_g1	GO:0006730,GO:0005576,GO:0005886,GO:0008270,GO:0004089
SMED3_DN1873_c0_g2	GO:0043171,GO:0030163,GO:0120113,GO:0006508,GO:0005634,GO:0005829,GO:0000328,GO:0005771,GO:0005737,GO:0061957,GO:0004301,GO:0008270,GO:0070006
SMED3_DN1873_c1_g1	GO:1905536,GO:0017148,GO:0005634,GO:0005829,GO:0000932,GO:0005737,GO:0008190,GO:0003729
SMED3_DN18741_c0_g1	GO:1903568,GO:0007283,GO:0030317,GO:0005737,GO:0005929,GO:0002177,GO:0005829,GO:0044877,GO:0042802
SMED3_DN18743_c0_g1	GO:0034551,GO:0005743,GO:0005739,GO:0031410,GO:0005515
SMED3_DN18754_c0_g2	GO:0018344,GO:0005953,GO:0004662,GO:0008270
SMED3_DN18757_c0_g1	GO:0017156,GO:0045444,GO:0005770,GO:0005796,GO:0005783,GO:0005794,GO:0005509
SMED3_DN18760_c0_g1	GO:0016192,GO:0006906,GO:0031201,GO:0031410,GO:0005886,GO:0030658,GO:0016021,GO:0005484,GO:0019905
SMED3_DN18763_c0_g1	GO:0006166,GO:0019509,GO:0005634,GO:0005829,GO:0005737,GO:0017061
SMED3_DN18785_c0_g1	GO:0009408,GO:0050790,GO:0040024,GO:0008340,GO:0046627,GO:0007165,GO:0010883,GO:1903863,GO:0006470,GO:0005634,GO:0005829,GO:0005737,GO:0000159,GO:0019901,GO:0004722,GO:0072542
SMED3_DN187_c0_g1	GO:0006883,GO:1990573,GO:0036376,GO:0030007,GO:0005890,GO:0005886,GO:0016021,GO:0001671
SMED3_DN1880_c0_g1	GO:0018279,GO:0006491,GO:0071712,GO:0005783,GO:0005788,GO:0035250,GO:0005509,GO:0005537,GO:0051787,GO:0051082,GO:0003980
SMED3_DN1881_c0_g1	GO:0042273,GO:0002181,GO:0005840,GO:0022625,GO:0003735
SMED3_DN1882_c0_g2	GO:0042744,GO:0098869,GO:0045454,GO:0034599,GO:0005737,GO:0008379
SMED3_DN1886_c0_g1	GO:0031053,GO:0006397,GO:0035194,GO:0005634,GO:0005654,GO:0003676
SMED3_DN18880_c0_g2	GO:0019556,GO:0019557,GO:0005737,GO:0046872,GO:0050480
SMED3_DN18883_c0_g1	GO:0033005,GO:0032754,GO:0042531,GO:0071657,GO:0032733,GO:0001961,GO:0007165,GO:0043066,GO:0008284,GO:0050729,GO:0071654,GO:0032755,GO:0032736,GO:1904894,GO:0005615,GO:0005576,GO:0005125,GO:0005139
SMED3_DN18890_c0_g1	GO:1990592,GO:0005737,GO:0055120,GO:0061657
SMED3_DN18893_c0_g4	GO:0009887,GO:0034599,GO:0007340,GO:0031629,GO:0006886,GO:0006887,GO:0030154,GO:0007165,GO:0048278,GO:0007398,GO:1903575,GO:0012505,GO:0030027,GO:0031201,GO:0016323,GO:0005615,GO:0048787,GO:0008021,GO:0005886,GO:0016021,GO:0000149,GO:0005484,GO:0005198,GO:0048306
SMED3_DN18906_c0_g1	GO:0030474,GO:0010968,GO:0005856,GO:0005634,GO:0005816,GO:0005737,GO:0005200,GO:0005515
SMED3_DN1890_c0_g1	GO:0035262,GO:0006909,GO:0031532,GO:0070986,GO:1901076,GO:0050790,GO:0016477,GO:0007015,GO:0043652,GO:1903356,GO:0000132,GO:0060097,GO:1902742,GO:0005737,GO:0032045,GO:0005886,GO:0017124,GO:0080025,GO:0005085,GO:0070273,GO:0070064,GO:0044877,GO:0031267,GO:0005547
SMED3_DN18955_c0_g1	GO:0006457,GO:0000413,GO:0071013,GO:0005634,GO:0016607,GO:0003755
SMED3_DN1896_c0_g1	GO:0032543,GO:0042776,GO:0042773,GO:0006120,GO:0005739,GO:0070469,GO:0005761,GO:0005743,GO:0005747,GO:0003735
SMED3_DN1897_c0_g1	GO:0006886,GO:0006888,GO:0006621,GO:0007030,GO:0005783,GO:0005793,GO:0005794,GO:0030134,GO:0005789,GO:0016021,GO:0005515
SMED3_DN18988_c0_g1	GO:0006412,GO:0005840,GO:0003735
SMED3_DN189_c0_g1	GO:0007218,GO:0005576,GO:0042803,GO:0043621
SMED3_DN19013_c0_g4	GO:0034976,GO:0080058,GO:0006457,GO:0005783,GO:0005788,GO:0003756
SMED3_DN1902_c0_g1	GO:0000022,GO:0005634,GO:0003676
SMED3_DN19034_c1_g1	GO:0006090,GO:0006094,GO:0005737,GO:0005829,GO:0004736,GO:0046872,GO:0005524
SMED3_DN1904_c0_g2	GO:0060742,GO:0019216,GO:0060736,GO:0070841,GO:0071310,GO:0007193,GO:0010467,GO:0090102,GO:0001865,GO:0019882,GO:0021702,GO:0006678,GO:1905572,GO:1903771,GO:0003335,GO:0043410,GO:0090659,GO:0009306,GO:0007605,GO:0007041,GO:0006886,GO:1905146,GO:0050885,GO:1903575,GO:0042552,GO:0060073,GO:1903206,GO:0006683,GO:0005576,GO:0032991,GO:0005770,GO:0016235,GO:0005739,GO:0005615,GO:0005737,GO:0005764,GO:1905573,GO:0097110,GO:0030882,GO:0002020,GO:0005543,GO:1905577,GO:0042803,GO:0001664,GO:1905575,GO:1905574,GO:1905576
SMED3_DN1904_c2_g1	GO:0060742,GO:0019216,GO:0060736,GO:0070841,GO:0071310,GO:0007193,GO:0010467,GO:0090102,GO:0001865,GO:0019882,GO:0021702,GO:0006678,GO:1905572,GO:1903771,GO:0003335,GO:0043410,GO:0090659,GO:0009306,GO:0007605,GO:0007041,GO:0006886,GO:1905146,GO:0050885,GO:1903575,GO:0042552,GO:0060073,GO:1903206,GO:0006683,GO:0005576,GO:0032991,GO:0005770,GO:0016235,GO:0005739,GO:0005615,GO:0005737,GO:0005764,GO:1905573,GO:0097110,GO:0030882,GO:0002020,GO:0005543,GO:1905577,GO:0042803,GO:0001664,GO:1905575,GO:1905574,GO:1905576
SMED3_DN19058_c0_g1	GO:0006309,GO:0002785,GO:0005737,GO:0005576,GO:0005764,GO:0004531
SMED3_DN1905_c0_g1	GO:0000055,GO:0006611,GO:0005634,GO:0005737,GO:0019887
SMED3_DN1908_c0_g1	GO:0043065,GO:0005634,GO:0046872
SMED3_DN19093_c0_g1	GO:0032273,GO:0005874,GO:0008270,GO:0005509
SMED3_DN1909_c0_g1	GO:0034221,GO:0005975,GO:0006048,GO:0071555,GO:0005634,GO:0005737,GO:0004610,GO:0000287
SMED3_DN190_c0_g1	GO:0016973,GO:0030849,GO:0005634,GO:0046872
SMED3_DN1910_c0_g1	GO:0070221,GO:0042762,GO:0005739,GO:0070224,GO:0071949,GO:0048038
SMED3_DN1910_c0_g2	GO:0050667,GO:0006541,GO:0000050,GO:0071400,GO:0055081,GO:0070365,GO:0019240,GO:0060416,GO:0071548,GO:0010043,GO:0070409,GO:0046209,GO:0009410,GO:0042311,GO:0019433,GO:0071242,GO:0001889,GO:0014075,GO:0007494,GO:0044344,GO:0071377,GO:0009636,GO:0043200,GO:0042594,GO:0006207,GO:0032094,GO:0071320,GO:0032496,GO:0005634,GO:0005730,GO:0032991,GO:0005739,GO:0005737,GO:0005743,GO:0042645,GO:0005759,GO:0016595,GO:0005509,GO:0005524,GO:0005515,GO:0005543,GO:0004088,GO:0004175,GO:0044877,GO:0072341,GO:0004087
SMED3_DN1910_c0_g3	GO:0030433,GO:0061912,GO:0031503,GO:0016050,GO:0015031,GO:0030430,GO:0003676
SMED3_DN19114_c0_g1	GO:0007160,GO:0016020,GO:0016021,GO:0005509
SMED3_DN1911_c0_g1	GO:0006612,GO:0005854,GO:0005737,GO:0051082
SMED3_DN19127_c0_g5	GO:0034613,GO:0009742,GO:0005634,GO:0005829,GO:0005739,GO:0005737,GO:0009506,GO:0005515,GO:0005524
SMED3_DN19138_c0_g1	GO:0006508,GO:0005615,GO:0005576,GO:0004181,GO:0008270
SMED3_DN19138_c0_g3	GO:0006508,GO:0005615,GO:0005576,GO:0004181,GO:0008270
SMED3_DN19170_c0_g1	GO:0042761,GO:0005783,GO:0005789,GO:0016021,GO:0102758
SMED3_DN191_c0_g3	GO:0090305,GO:0005737,GO:0005886,GO:0008408,GO:0003676
SMED3_DN19224_c0_g2	GO:0035020,GO:1990255,GO:0043547,GO:1900144,GO:0007274,GO:0007480,GO:0034613,GO:0007165,GO:0030837,GO:0045887,GO:0005737,GO:0031594,GO:0005096,GO:0017124,GO:0005543
SMED3_DN19249_c0_g1	GO:0046693,GO:0019953,GO:0031638,GO:0045434,GO:0005615,GO:0005576,GO:0004252
SMED3_DN19249_c1_g1	GO:0006574,GO:0006210,GO:0005739,GO:0018478,GO:0102662,GO:0004491
SMED3_DN19264_c1_g1	GO:0048193,GO:0043161,GO:0045944,GO:0043549,GO:0051301,GO:0006406,GO:0030474,GO:0015031,GO:0007049,GO:0016020,GO:0005509
SMED3_DN1926_c1_g1	GO:0007049,GO:0051301,GO:1904667,GO:0005634,GO:0035861,GO:0055105,GO:0005515
SMED3_DN1926_c2_g1	GO:0016310,GO:0032958,GO:0006020,GO:0005737,GO:0005829,GO:0052724,GO:0000827,GO:0005524,GO:0000829,GO:0033857,GO:0052723,GO:0102092,GO:0000832
SMED3_DN19302_c0_g1	GO:0002168,GO:0042331,GO:0097250,GO:0033617,GO:0007632,GO:0005743,GO:0005739,GO:0016021,GO:0051082
SMED3_DN1931_c0_g1	GO:0007015,GO:0005856,GO:0005938,GO:0005829,GO:0030054,GO:0003785
SMED3_DN1932_c0_g2	GO:0060261,GO:0000122,GO:0051123,GO:0032968,GO:0005634,GO:0070847,GO:0016592,GO:0003713,GO:0003714,GO:0061629
SMED3_DN1933_c0_g1	GO:1902476,GO:0034707,GO:0005886,GO:0016021,GO:0005229,GO:0072320
SMED3_DN1935_c1_g1	GO:0007417,GO:0005654,GO:0005515
SMED3_DN19389_c0_g2	GO:0045040,GO:0016020,GO:0005783,GO:0016021,GO:0030234,GO:0004129
SMED3_DN1938_c0_g1	GO:0006261,GO:0006272,GO:0006281,GO:0005634,GO:0005663,GO:0031391,GO:0003689,GO:0003677,GO:0016887,GO:0005524
SMED3_DN1939_c0_g1	GO:0060333,GO:0039502,GO:0030683,GO:0005576,GO:0004896
SMED3_DN193_c0_g1	GO:0006491,GO:0070880,GO:0005788,GO:0005783,GO:0005739,GO:0017177,GO:0030246,GO:0005515,GO:0033919
SMED3_DN19400_c1_g2	GO:0000184,GO:0005634,GO:0005829,GO:0005846,GO:0003729,GO:0000340
SMED3_DN1940_c0_g1	GO:0032527,GO:0051028,GO:0090114,GO:1904263,GO:0006606,GO:0006888,GO:0005634,GO:0012507,GO:0030127,GO:0005783,GO:0031410,GO:0005643,GO:0031080,GO:0005789,GO:0005765,GO:0005764,GO:0005198
SMED3_DN19423_c0_g2	GO:0006508,GO:0005737,GO:0070006,GO:0030145
SMED3_DN19429_c0_g1	GO:0045116,GO:0016567,GO:0030162,GO:0019941,GO:0005634,GO:0005737,GO:0031625,GO:0031386
SMED3_DN1942_c1_g1	GO:0006875,GO:1902600,GO:0071456,GO:0035725,GO:0070584,GO:0006851,GO:0007269,GO:0071805,GO:0005743,GO:0098793,GO:0005739,GO:0016021,GO:0043022,GO:0015386,GO:0005432,GO:0005509
SMED3_DN19440_c0_g2	GO:0034599,GO:1990748,GO:0005634,GO:0005743,GO:0044233,GO:0005737,GO:0016491
SMED3_DN1944_c0_g1	GO:0007165,GO:0005737,GO:0005515
SMED3_DN1946_c0_g1	GO:0055085,GO:0006811,GO:0048598,GO:1903746,GO:0005737,GO:0005921,GO:0005886,GO:0016021,GO:0051015,GO:0055077,GO:0005243
SMED3_DN1948_c1_g1	GO:0051086,GO:0005737,GO:0005832,GO:0140662,GO:0016887,GO:0051082,GO:0005524
SMED3_DN19490_c0_g3	GO:0043055,GO:0040028,GO:0030431,GO:0110011,GO:0002119,GO:0042661,GO:0001708,GO:0007219,GO:0008406,GO:0007154,GO:0030154,GO:1905936,GO:2000648,GO:0005887,GO:0032809,GO:0005886,GO:0031253,GO:0005112
SMED3_DN1949_c0_g1	GO:0010972,GO:0009887,GO:1901016,GO:0043268,GO:0030308,GO:0003254,GO:0030154,GO:2000134,GO:0007517,GO:0005634,GO:0005829,GO:0005925,GO:0005737,GO:0005886,GO:0044325,GO:0046872
SMED3_DN19504_c0_g1	GO:0016973,GO:0005634,GO:0003677,GO:0003723
SMED3_DN19519_c0_g1	GO:0046693,GO:0019953,GO:0007610,GO:0009897,GO:0030246
SMED3_DN19522_c2_g1	GO:0006396,GO:0005634,GO:0005730,GO:0005654,GO:0005694,GO:0004649
SMED3_DN19523_c0_g1	GO:0019991,GO:0008104,GO:0007391,GO:0048513,GO:0008039,GO:0060857,GO:0008366,GO:0003015,GO:0021682,GO:0030154,GO:0072553,GO:0061343,GO:0097105,GO:0035151,GO:0048786,GO:0005919,GO:0005886,GO:0045202,GO:0016021,GO:0017124
SMED3_DN1955_c0_g1	GO:0006508,GO:0005576,GO:0004252
SMED3_DN19611_c0_g1	GO:0016310,GO:0006213,GO:0001522,GO:0005737,GO:0050225,GO:0046872,GO:0005524,GO:0016798,GO:0004730
SMED3_DN19611_c0_g2	GO:0016310,GO:0006213,GO:0001522,GO:0005737,GO:0050225,GO:0046872,GO:0005524,GO:0016798,GO:0004730
SMED3_DN19616_c0_g1	GO:0071816,GO:0045050,GO:0016020,GO:0072546,GO:0016021,GO:0030246,GO:0032977
SMED3_DN1963_c0_g1	GO:0007004,GO:0008219,GO:0051972,GO:0140289,GO:0006954,GO:0005876,GO:0005634,GO:0005829,GO:0005654,GO:0005819,GO:0005737,GO:0003950,GO:0019899,GO:1990404
SMED3_DN1964_c0_g1	GO:0006979,GO:0050832,GO:0008340,GO:0045454,GO:0005634,GO:0015035
SMED3_DN19677_c0_g1	GO:0006508,GO:0005576,GO:0004252
SMED3_DN19727_c0_g2	GO:0045727,GO:0045900,GO:0034063,GO:0051028,GO:0000290,GO:0010603,GO:0006397,GO:0033962,GO:0098562,GO:0005737,GO:0010494,GO:0000932,GO:0003682,GO:0005524,GO:0016887,GO:0003729,GO:0003724
SMED3_DN19738_c0_g1	GO:0006893,GO:0005769,GO:0097602
SMED3_DN19761_c1_g1	GO:0006508,GO:0005737,GO:0070006,GO:0030145
SMED3_DN19773_c0_g1	GO:0010226,GO:0046855,GO:0006021,GO:0046854,GO:0048015,GO:0005737,GO:0031403,GO:0008934,GO:0000287,GO:0052833,GO:0030145,GO:0052832
SMED3_DN19832_c0_g2	GO:0030154,GO:0016020,GO:0016021,GO:0005515
SMED3_DN19868_c0_g2	GO:0006909,GO:0031532,GO:1901076,GO:0016477,GO:0043652,GO:1903356,GO:0007165,GO:1902742,GO:0005886,GO:0030971,GO:0035591,GO:0044877
SMED3_DN1989_c0_g1	GO:0009395,GO:0050482,GO:0005576,GO:0047498,GO:0005543,GO:0005509
SMED3_DN1990_c1_g1	GO:0000278,GO:0000226,GO:0005856,GO:0005737,GO:0005874,GO:0005200,GO:0005525
SMED3_DN19910_c0_g1	GO:0006559,GO:0006572,GO:0006749,GO:0005737,GO:0005739,GO:0016034,GO:0004364
SMED3_DN1992_c0_g1	GO:0050808,GO:0030198,GO:0033563,GO:0005615,GO:0005576,GO:0030424,GO:0045202,GO:0004222,GO:0005102
SMED3_DN19933_c0_g2	GO:0040014,GO:0006357,GO:0040011,GO:0019217,GO:0002119,GO:0045893,GO:0008340,GO:0030730,GO:0009792,GO:0005634,GO:0016592,GO:0016922,GO:0003713
SMED3_DN1997_c0_g1	GO:0046907,GO:0010496,GO:0005783,GO:0009506,GO:0005515
SMED3_DN19998_c0_g1	GO:0006120,GO:0005739,GO:0070469,GO:0005737,GO:0005747,GO:0005759,GO:0005515
SMED3_DN1999_c0_g1	GO:0002376,GO:0005615,GO:0062023,GO:0030246
SMED3_DN20089_c0_g2	GO:0045116,GO:0005634,GO:0019788,GO:0005524
SMED3_DN2009_c0_g1	GO:0006915,GO:0000422,GO:2001272,GO:0043065,GO:0051726,GO:0008340,GO:0097345,GO:0005741,GO:0005634,GO:0032991,GO:0005739,GO:0005740,GO:0016021,GO:0042803,GO:0002020
SMED3_DN200_c0_g1	GO:0006935,GO:0005615,GO:0016020,GO:0005576,GO:0016021,GO:0005246
SMED3_DN20114_c0_g1	GO:0034314,GO:0006897,GO:0071963,GO:0030833,GO:0000147,GO:0005856,GO:0005634,GO:0005829,GO:0005826,GO:0032153,GO:0005737,GO:0032432,GO:0051286,GO:0005885,GO:0030479,GO:0051015
SMED3_DN2011_c0_g1	GO:0006457,GO:0005856,GO:0005737,GO:0005832,GO:0045335,GO:0140662,GO:0016887,GO:0051082,GO:0005524
SMED3_DN20125_c0_g1	GO:0007368,GO:0060271,GO:0060026,GO:0070121,GO:0019029,GO:0030430,GO:0019013,GO:0003723
SMED3_DN20125_c0_g3	GO:0006909,GO:0051125,GO:0007032,GO:0044655,GO:0006887,GO:0007040,GO:0030041,GO:0140285,GO:0005737,GO:0005768,GO:0061474,GO:0071203,GO:0042802
SMED3_DN2013_c0_g1	GO:0051321,GO:0005737,GO:0005515
SMED3_DN2017_c0_g1	GO:0046654,GO:0006260,GO:0006545,GO:0006730,GO:0046452,GO:0046655,GO:0005739,GO:0004146,GO:0005515,GO:0050661
SMED3_DN20186_c0_g1	GO:0019953,GO:0051017,GO:0051639,GO:0005884,GO:0030027,GO:0001891,GO:0031252,GO:0045335,GO:0005737,GO:0032432,GO:0051015,GO:0005509
SMED3_DN2018_c0_g1	GO:0007293,GO:0048599,GO:0030720,GO:0034587,GO:0048477,GO:0030717,GO:0007052,GO:0030154,GO:0045478,GO:0005856,GO:0005634,GO:0005813,GO:0005737,GO:0000792,GO:0005515
SMED3_DN20217_c0_g1	GO:0046632,GO:0099577,GO:0002181,GO:0005634,GO:0005829,GO:0098793,GO:0022626,GO:0005925,GO:0005737,GO:0098978,GO:0022625,GO:0070062,GO:0003735,GO:0008201,GO:0003723,GO:0042802,GO:0045182
SMED3_DN2021_c0_g1	GO:0016579,GO:0010628,GO:0030587,GO:0006511,GO:0140676,GO:0005634,GO:0005829,GO:0005737,GO:0004197,GO:0008270,GO:0004843
SMED3_DN2028_c0_g1	GO:0006119,GO:0016020,GO:0005783,GO:0016021,GO:0016491
SMED3_DN2029_c0_g1	GO:0061796,GO:0042144,GO:1990896,GO:0045921,GO:1902441,GO:0006887,GO:0006886,GO:1903024,GO:0000281,GO:0005634,GO:0005829,GO:0090689,GO:0010008,GO:0090619,GO:0005794,GO:0005737,GO:0055037,GO:0005886,GO:0000139,GO:0035974,GO:0005628,GO:0090726,GO:0035838,GO:0005515,GO:0005525,GO:0003924
SMED3_DN202_c0_g2	GO:0006468,GO:2000369,GO:0045747,GO:0005737,GO:0004674,GO:0004712,GO:0046872,GO:0005524,GO:0035612,GO:0106310
SMED3_DN20308_c0_g3	GO:0006351,GO:0006368,GO:0005634,GO:0003677,GO:0008270
SMED3_DN20322_c0_g1	GO:0045893,GO:0005634,GO:0003713
SMED3_DN20333_c0_g2	GO:0071919,GO:0000122,GO:0045944,GO:2000767,GO:0008284,GO:0005634,GO:0005829,GO:0005783,GO:0005737,GO:0003697,GO:0008270,GO:0003727,GO:0003729,GO:0045182,GO:0051880
SMED3_DN2038_c0_g1	GO:0046513,GO:0016020,GO:0016021,GO:0042284
SMED3_DN20426_c1_g4	GO:0017156,GO:0045444,GO:0005770,GO:0005796,GO:0005783,GO:0005794,GO:0005509
SMED3_DN2043_c0_g1	GO:0006334,GO:0006355,GO:0010847,GO:0043486,GO:0005730,GO:0046872
SMED3_DN20448_c2_g1	GO:0006457,GO:0000413,GO:0005783,GO:0005788,GO:0003755
SMED3_DN20481_c4_g1	GO:2000767,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0003677,GO:0008270,GO:0008494,GO:0003727,GO:0003729
SMED3_DN20484_c0_g2	GO:0046928,GO:0016079,GO:0006836,GO:0005829,GO:0030424,GO:0031201,GO:0005737,GO:0045202,GO:0043195,GO:0019905
SMED3_DN20485_c0_g1	GO:0032880,GO:0010172,GO:0032956,GO:0098609,GO:0007043,GO:0016342,GO:0005634,GO:0005912,GO:0005737,GO:0005886,GO:0045296
SMED3_DN2048_c0_g1	GO:0019878,GO:0033512,GO:0005737,GO:0005739,GO:0047131,GO:0047130
SMED3_DN2048_c1_g1	GO:0045475,GO:0048148,GO:0048149,GO:0007411,GO:2000480,GO:0071361,GO:0005952,GO:0005886,GO:0005737,GO:0004862,GO:0030552,GO:0034236
SMED3_DN204_c0_g3	GO:0006559,GO:0006572,GO:0006749,GO:0005737,GO:0005739,GO:0016034,GO:0004364
SMED3_DN20505_c0_g1	GO:0007218,GO:0005576,GO:0005515
SMED3_DN2055_c2_g1	GO:0044205,GO:0006207,GO:0045335,GO:0004588,GO:0004590
SMED3_DN2057_c0_g1	GO:0048041,GO:0031532,GO:0030516,GO:0048812,GO:0030838,GO:0097581,GO:0006886,GO:0048870,GO:0030041,GO:0006898,GO:0005884,GO:0030426,GO:0030027,GO:0045202,GO:0001726,GO:0043197,GO:0005783,GO:0030864,GO:0005925,GO:0008076,GO:0005737,GO:0005886,GO:0002102,GO:0030425,GO:0005905,GO:0051015
SMED3_DN2058_c0_g1	GO:0007059,GO:0006998,GO:0007049,GO:0010165,GO:0000281,GO:0005634,GO:0005635,GO:0005637,GO:0005639,GO:0005521
SMED3_DN205_c0_g1	GO:0015031,GO:0018105,GO:0006914,GO:0005737,GO:0031410,GO:0005776,GO:0004674,GO:0003676,GO:0005524
SMED3_DN20614_c1_g3	GO:0007165,GO:0050832,GO:0031640,GO:0005576,GO:0004867
SMED3_DN20635_c0_g1	GO:0042726,GO:0005737,GO:0005739,GO:0003933
SMED3_DN20651_c0_g1	GO:0042989,GO:0005856,GO:0005938,GO:0003785
SMED3_DN20657_c0_g2	GO:0034514,GO:0000122,GO:0006325,GO:0045944,GO:0005634,GO:0016581,GO:0003677,GO:0000981
SMED3_DN20664_c0_g1	GO:0017196,GO:0005741,GO:0005739,GO:0016021,GO:0016746
SMED3_DN20687_c0_g2	GO:0030433,GO:0061912,GO:0031503,GO:0016050,GO:0015031,GO:0000407,GO:0005829,GO:0019898,GO:0034270,GO:0034045,GO:0005737,GO:0005515,GO:0030674
SMED3_DN2068_c0_g1	GO:0007005,GO:0031146,GO:0005739,GO:0031315,GO:0019005,GO:0031625,GO:0000976,GO:0003682
SMED3_DN20693_c0_g1	GO:0031167,GO:1990258,GO:0000494,GO:0032040,GO:0005634,GO:0005730,GO:0031428,GO:0008649,GO:0003723,GO:1990259
SMED3_DN206_c1_g1	GO:0016192,GO:0005783,GO:0005794,GO:0030134,GO:0005789,GO:0033116,GO:0016021,GO:0003756
SMED3_DN2071_c0_g1	GO:0006730,GO:0033353,GO:0019510,GO:0005829,GO:0004013
SMED3_DN2072_c0_g1	GO:0006325,GO:0006281,GO:0016573,GO:0035267,GO:0005634,GO:0035064,GO:0046872
SMED3_DN20740_c0_g8	GO:0016055,GO:0018105,GO:0042593,GO:0035331,GO:0032436,GO:0006281,GO:0000902,GO:0045879,GO:0045880,GO:0090090,GO:0005634,GO:0005829,GO:0030877,GO:0005737,GO:0004674,GO:0004712,GO:0005524,GO:0005515,GO:0106310
SMED3_DN2074_c0_g1	GO:0008292,GO:0007274,GO:0005829,GO:0031090,GO:0043025,GO:0060076,GO:0005737,GO:0005886,GO:0043005,GO:0004102
SMED3_DN20752_c1_g1	GO:1902802,GO:0045292,GO:0000244,GO:0005634,GO:0071014,GO:0046540,GO:0071007,GO:0005829,GO:0005682,GO:0000974,GO:0005737,GO:0030623,GO:0005525,GO:0005515,GO:0003924
SMED3_DN20767_c0_g1	GO:0034976,GO:0006457,GO:2001238,GO:0002502,GO:0098761,GO:0005783,GO:0042824,GO:0005788,GO:0042470,GO:0005615,GO:0061779,GO:0009986,GO:0015035,GO:0003756,GO:0042802
SMED3_DN2077_c0_g1	GO:0051272,GO:0007019,GO:0000281,GO:0007409,GO:0061436,GO:0048012,GO:0035024,GO:0031175,GO:0051497,GO:0009615,GO:0031115,GO:0070495,GO:0007052,GO:0030154,GO:1905098,GO:0007399,GO:0005856,GO:0005829,GO:0005874,GO:0005737,GO:0016020,GO:0043005,GO:0015631
SMED3_DN20793_c0_g1	GO:0009266,GO:0044030,GO:0010468,GO:0000786,GO:0005694,GO:0005634,GO:0003677,GO:0030527,GO:0046982
SMED3_DN20793_c1_g1	GO:0030421,GO:0040011,GO:0010877,GO:0035418,GO:1904731,GO:2000748,GO:1905885,GO:0040017,GO:0061837,GO:0045887,GO:0030173,GO:0005576,GO:0005615,GO:0005802,GO:0016020,GO:0004252
SMED3_DN2079_c0_g2	GO:1902358,GO:0071423,GO:0071422,GO:1902356,GO:0015709,GO:0035435,GO:0005743,GO:0005739,GO:0016021,GO:0015141,GO:0015140,GO:0015131,GO:0015117,GO:0015297,GO:0015116
SMED3_DN207_c0_g2	GO:0006886,GO:0006896,GO:0006898,GO:0005634,GO:0030121,GO:0030665,GO:0031410,GO:0005794,GO:0030117,GO:0035615
SMED3_DN207_c2_g1	GO:0005992,GO:0006011,GO:0006078,GO:0005978,GO:0005737,GO:0010494,GO:0005886,GO:0003983,GO:0005515,GO:0046872
SMED3_DN20816_c0_g2	GO:0006532,GO:0097052,GO:0006103,GO:0006536,GO:0006533,GO:0005759,GO:0005739,GO:0005886,GO:0016212,GO:0030170,GO:0004069
SMED3_DN2081_c0_g2	GO:0045324,GO:0015031,GO:0005770,GO:0005794,GO:0010008,GO:0016021,GO:0004930
SMED3_DN2082_c0_g1	GO:0007218,GO:0005576,GO:0042803,GO:0043621
